disc_loss,gen_loss,valid
0.05242978,0.11330867,0.89
0.05694141,0.21414916,0.89
0.03564588,-0.04633269,0.83
0.04731907,-0.06574775,0.93
0.06174302,0.03067084,0.94
0.02693652,-0.03762563,0.89
0.02742212,-0.17082714,0.76
0.02472918,-0.13452777,0.83
0.06297559,0.03913438,0.92
0.0817313,0.08186465,0.89
0.11339335,0.39303029,0.86
0.04658998,-0.12524344,0.87
0.07389249,-0.04936076,0.93
0.02636,-0.51380605,0.95
0.04891804,-0.37054086,0.89
0.05023587,0.01754438,0.77
0.05505718,0.01212945,0.82
0.02623043,-0.34260723,0.88
0.02654661,-0.16896693,0.79
0.02856458,-0.13908923,0.82
0.02014372,-0.31578827,0.85
0.03090689,-0.0251895,0.71
0.03412507,0.21424296,0.82
0.0336573,0.09909954,0.84
0.03604098,0.34743303,0.9
0.08704693,0.00584298,0.73
0.07903975,0.44223446,0.94
0.04851748,-0.29104179,0.84
0.07271203,0.11826483,0.81
0.05312596,-0.2538321,0.91
0.05593765,-0.19355753,0.81
0.07435943,0.43818524,0.76
0.06629708,-0.21083434,0.84
0.03453413,-0.27017421,0.81
0.07273874,0.23712707,0.84
0.05937785,-0.06783368,0.83
0.04944245,-0.1628779,0.88
0.05647511,0.31816804,0.91
0.07524192,0.23891906,0.91
0.03480773,-0.07653176,0.82
0.05640112,0.19520657,0.9
0.05527409,0.15114607,0.85
0.09043722,0.30881843,0.9
0.03325433,-0.05765837,0.93
0.01785795,-0.0220028,0.89
0.06814044,-0.10917597,0.88
0.07797326,0.10585454,0.89
0.06184092,0.13588862,0.91
0.05912869,0.19086161,0.89
0.04679406,-0.08005781,0.88
0.0692016,-0.00226535,0.85
0.03737399,-0.40992516,0.73
0.03007922,-0.0115569,0.69
0.05730754,0.26412198,0.78
0.04313211,0.20786898,0.87
0.0868912,0.05229224,0.88
0.06439158,0.06012097,0.92
0.03686726,-0.15207098,0.94
0.04048038,-0.05080526,0.79
0.02259832,-0.23207623,0.89
0.07827355,0.09836152,0.79
0.04034791,-0.30250734,0.93
0.10507967,0.01550691,0.86
0.07339185,0.41946849,0.79
0.06027625,-0.28737116,0.87
0.04792207,-0.06825643,0.79
0.05146616,0.02115642,0.92
0.08176151,-0.11040431,0.83
0.0727124,0.35655746,0.87
0.06685637,-0.03282903,0.86
0.03138395,-0.13737237,0.87
0.0385293,0.17203666,0.87
0.05692178,0.17018265,0.95
0.06223112,0.129958,0.95
0.0593656,0.19703415,0.89
0.06108462,-0.12130229,0.91
0.01937867,-0.14446655,0.96
0.04828218,0.00826935,0.88
0.04402445,0.18516739,0.96
0.05032818,0.08693831,0.91
0.06931579,0.06474582,0.94
0.05830581,0.15264924,0.89
0.033199,-0.15862943,0.81
0.07559708,0.13070521,0.92
0.03917512,-0.02064328,0.91
0.03467982,-0.21293549,0.75
0.06075488,0.27036184,0.94
0.0731321,0.07862096,0.95
0.02985373,-0.08034031,0.87
0.10457364,0.41260257,0.96
0.07053714,0.21733658,0.85
0.05974266,0.10634604,0.96
0.05589557,-0.11085525,0.93
0.03466275,-0.08478552,0.81
0.03174471,-0.03228731,0.85
0.04641299,-0.12913747,0.86
0.02768918,-0.16864331,0.86
0.07499976,0.14994931,0.91
0.06101884,0.36673415,0.89
0.03685801,-0.18476009,0.8
0.02335749,-0.1743724,0.86
0.04829548,-0.07209725,0.9
0.05779523,-0.20611569,0.78
0.01634067,-0.14871149,0.82
0.03409123,-0.18596098,0.87
0.05655688,0.13122961,0.91
0.04049587,0.23149854,0.74
0.054059,-0.28160089,0.81
0.05352768,0.10458106,0.85
0.09159546,0.1450077,0.82
0.05897962,0.37950957,0.85
0.09529042,0.00188711,0.87
0.02841506,0.01465814,0.92
0.02984442,-0.20706369,0.91
0.03984667,0.1272907,0.87
0.03827839,0.0786178,0.92
0.04734856,0.01764297,0.89
0.04330101,0.11550296,0.85
0.02938731,-0.30879733,0.69
0.02171035,-0.22202307,0.93
0.04224351,-0.20964096,0.82
0.05670223,-0.02160168,0.82
0.04127798,0.11400504,0.82
0.04965542,0.03461684,0.88
0.04438537,0.14053766,0.79
0.18935283,0.73712856,0.77
0.06197173,-0.09207036,0.77
0.0553825,0.14094834,0.85
0.07527052,0.03573835,0.91
0.07173971,0.26766479,0.82
0.02453363,-0.33313835,0.92
0.04007363,-0.12544809,0.76
0.04407869,-0.16310129,0.86
0.04886754,-0.02383769,0.91
0.01883955,-0.3045435,0.79
0.05570253,-0.00505393,0.9
0.0931031,0.15841386,0.91
0.08604442,0.18493675,0.9
0.06580334,-0.07715991,0.88
0.0482145,-0.03165803,0.95
0.05137518,0.39456993,0.94
0.04657891,0.20464337,0.94
0.04465438,0.55083621,0.95
0.05733774,0.00867582,0.96
0.06871897,0.2998215,0.82
0.04586544,-0.25856596,0.92
0.01669957,-0.14955421,0.91
0.06680176,0.04706039,0.9
0.02032015,-0.16333644,0.88
0.07058911,0.18337093,0.86
0.0307725,-0.03022767,0.84
0.04058611,-0.28635848,0.68
0.06249326,-0.28710309,0.5
0.0622311,0.14065699,0.86
0.04322616,-0.30287641,0.82
0.06674704,0.0865658,0.91
0.03319263,-0.07180407,0.92
0.04292954,-0.22632478,0.74
0.0488501,-0.15677051,0.86
0.03727017,-0.07861061,0.89
0.02968783,0.50516659,0.92
0.05276028,0.14826436,0.8
0.03806204,-0.07582044,0.7
0.05940834,-0.0551785,0.79
0.0376576,0.04536093,0.81
0.05708782,-0.04334693,0.89
0.0335548,-0.17234077,0.77
0.04900865,0.17847922,0.84
0.03027174,-0.00086071,0.9
0.03841151,-0.12398065,0.9
0.0710901,-0.09544723,0.84
0.088284,0.642407,0.89
0.04256628,-0.26566583,0.86
0.075069,0.12816767,0.92
0.02443586,-0.2990565,0.82
0.07121649,0.05730972,0.76
0.03344424,0.02368886,0.79
0.03720507,-0.17888445,0.93
0.03239338,-0.16778511,0.89
0.05974084,-0.14822438,0.89
0.05220605,0.39120221,0.84
0.04110977,-0.10702234,0.88
0.07443747,0.11659488,0.92
0.07638679,0.19092476,0.78
0.06712612,0.03248673,0.92
0.0576909,0.2031067,0.82
0.03313261,-0.22506768,0.83
0.05122733,-0.01122177,0.92
0.05000948,0.09112442,0.94
0.05712294,0.12941253,0.98
0.02982112,-0.23464,0.81
0.05169884,0.00515675,0.85
0.08735549,0.26185313,0.93
0.04963097,-0.06233568,0.75
0.02488961,-0.05494869,0.83
0.04334998,-0.20308495,0.81
0.0498541,0.28957006,0.9
0.04696351,-0.02815347,0.75
0.03992606,-0.05626781,0.78
0.02956975,-0.18953352,0.86
0.03189382,-0.27828863,0.91
0.08648879,0.25002456,0.86
0.0607205,-0.05810738,0.85
0.07962607,0.06646349,0.86
0.06304491,0.04983276,0.77
0.03950816,0.20435701,0.82
0.04909754,-0.11263992,0.88
0.04783204,0.03539565,0.53
0.06011772,-0.11778031,0.65
0.03574746,-0.09327023,0.86
0.02900309,0.16621128,0.92
0.02151277,-0.23392107,0.91
0.06112158,-0.04152184,0.86
0.02920429,0.04348477,0.68
0.05090064,0.07439397,0.85
0.04445012,-0.00861658,0.82
0.06097584,0.74054819,0.55
0.05778878,0.50463498,0.8
0.08521342,-0.24345016,0.87
0.07968756,-0.15535793,0.81
0.04992737,-0.27801391,0.83
0.03816172,-0.11325026,0.94
0.0494045,-0.26633963,0.84
0.0767469,-0.32267576,0.91
0.07192679,0.24603473,0.83
0.04906417,-0.01824208,0.89
0.05160181,-0.24359722,0.89
0.0511195,-0.09603501,0.82
0.06666326,-0.14856745,0.89
0.08023898,0.27186733,0.85
0.02693677,-0.06942419,0.91
0.02469708,-0.23002745,0.9
0.04549897,0.09468209,0.85
0.02830245,-0.06287581,0.82
0.03725073,0.12792319,0.8
0.05382422,-0.02474586,0.87
0.05127324,0.41193047,0.83
0.02508359,-0.23005797,0.87
0.04306239,-0.02593143,0.9
0.04657546,-0.09510012,0.9
0.03119703,-0.29738951,0.85
0.06108037,0.01059567,0.94
0.06482797,0.03471668,0.93
0.04144441,-0.24302612,0.93
0.05943312,0.06113889,0.95
0.05076218,0.17638049,0.88
0.0390144,-0.16147768,0.71
0.01859176,-0.10144828,0.91
0.03020273,0.06050907,0.78
0.07963075,0.71808422,0.84
0.05701098,-0.37337917,0.89
0.06860311,0.14858371,0.86
0.05596141,-0.00318857,0.82
0.03460179,-0.04688039,0.89
0.03611971,0.04952416,0.78
0.03311887,-0.2371245,0.88
0.11562531,0.66353971,0.86
0.04467732,0.01658694,0.81
0.07617691,0.34138945,0.9
0.04566837,-0.21871486,0.77
0.04938677,-0.37005672,0.77
0.03452944,-0.22962244,0.82
0.06181808,0.27119693,0.84
0.01829703,-0.06206894,0.81
0.02899883,-0.03369442,0.9
0.02687894,-0.03758886,0.86
0.02774472,-0.22476472,0.91
0.04602742,-0.13189907,0.59
0.04840212,0.0592947,0.85
0.04498224,0.10813274,0.96
0.05037255,-0.1568982,0.92
0.03615618,-0.21782312,0.76
0.03259931,-0.17960387,0.88
0.02869488,0.11759669,0.87
0.05208911,0.47854725,0.76
0.04444817,-0.1769456,0.87
0.06999614,-0.00225339,0.87
0.03152644,-0.14093764,0.86
0.06587809,0.14349154,0.84
0.04747261,0.00013353,0.79
0.03905087,-0.1383611,0.86
0.04242232,0.13412344,0.93
0.09117462,-0.05964626,0.88
0.04466157,-0.17974575,0.94
0.03826392,0.08351897,0.95
0.05725551,-0.12002772,0.76
0.04273276,-0.14394863,0.83
0.02116234,-0.24542473,0.74
0.05888868,0.30430195,0.87
0.0441558,-0.00080237,0.87
0.03150415,0.16501623,0.84
0.06851454,0.1519964,0.82
0.05199493,-0.01142672,0.88
0.04356907,0.01166164,0.94
0.0462513,-0.09562254,0.89
0.0408513,-0.00817603,0.95
0.0399357,0.00739153,0.83
0.02983475,-0.00931349,0.86
0.0144187,-0.18623593,0.69
0.02976462,0.07491072,0.84
0.03076297,-0.15218946,0.92
0.03545453,-0.08622087,0.97
0.08014837,-0.21688309,0.87
0.04809448,0.18565403,0.97
0.02513403,-0.13639268,0.92
0.04827905,0.13727194,0.88
0.04357374,0.07722905,0.82
0.03906668,-0.18765348,0.85
0.04964111,-0.13264757,0.95
0.02729161,-0.03709419,0.72
0.02258307,-0.30298141,0.8
0.08878204,0.07141028,0.88
0.07595064,0.00439568,0.95
0.10068753,0.41393468,0.95
0.04394286,-0.0613813,0.88
0.04903035,0.09562326,0.95
0.02653126,-0.31185138,0.87
0.0554111,0.59192652,0.88
0.03832861,-0.02739784,0.89
0.07673346,0.3962836,0.9
0.02244125,-0.05368355,0.83
0.03827355,0.15991503,0.9
0.03486253,-0.02533777,0.79
0.06364051,-0.22715056,0.87
0.04350642,0.11686715,0.87
0.06335294,0.55195719,0.92
0.05109787,0.10466807,0.89
0.0457581,-0.12723827,0.93
0.03623094,-0.13745302,0.88
0.05094337,0.40214765,0.94
0.03976429,-0.24517466,0.97
0.05187296,-0.0092392,0.98
0.06062724,-0.11020123,0.91
0.02958103,-0.24648932,0.88
0.06018924,0.12922432,0.97
0.04809409,0.00667389,0.86
0.03870193,-0.06684902,0.86
0.06424381,-0.09322509,0.9
0.05713351,0.14057173,0.94
0.05552801,0.12631229,0.84
0.02054642,-0.09006231,0.8
0.06327507,0.10849249,0.92
0.02336068,-0.32095778,0.77
0.07881052,0.39909035,0.94
0.07494999,-0.12435741,0.93
0.03101865,-0.18582977,0.88
0.03237989,-0.08133263,0.82
0.05432855,0.08570413,0.88
0.05722545,-0.05310557,0.86
0.10469117,0.14854664,0.96
0.05084208,-0.09964065,0.88
0.07506878,0.0296155,0.94
0.08217037,0.23986048,0.93
0.07397683,-0.18795638,0.8
0.07737156,-0.12076447,0.87
0.041228,-0.11718179,0.92
0.03516646,-0.06076984,0.89
0.04520719,-0.06877577,0.91
0.07345314,-0.39925495,0.89
0.03810582,-0.19299272,0.91
0.08715105,0.300962,0.85
0.04304163,-0.25669679,0.86
0.0410499,-0.28666577,0.85
0.0327995,-0.19435222,0.88
0.02589844,-0.22979264,0.97
0.02218571,0.1932721,0.9
0.06896999,-0.13131733,0.94
0.02222275,-0.26852894,0.94
0.02276092,-0.11502964,0.92
0.02699543,0.15485877,0.82
0.05045676,0.07096544,0.9
0.09219779,-0.06638528,0.89
0.02282287,-0.25057989,0.91
0.13410068,0.72103518,0.87
0.01276885,-0.16372472,0.89
0.02171329,-0.21562521,0.89
0.05637797,-0.1031556,0.93
0.04779897,-0.05837247,0.84
0.05579591,-0.16927676,0.95
